date,precipitation_mm,rain_mm,discharge_m3s,city,risk_label
2025-12-02,0.0,0.0,0.0,Khairpur,GREEN
2025-12-03,0.0,0.0,0.0,Khairpur,GREEN
2025-12-04,0.0,0.0,0.0,Khairpur,GREEN
2025-12-05,0.0,0.0,0.0,Khairpur,GREEN
2025-12-06,0.0,0.0,0.0,Khairpur,GREEN
2025-08-09,,,1.2181964,Sargodha,GREEN
2025-08-10,,,1.2029264,Sargodha,GREEN
2025-08-11,,,1.2181964,Sargodha,GREEN
2025-08-12,,,1.2646441,Sargodha,GREEN
2025-08-13,,,1.1727014,Sargodha,GREEN
2025-08-14,,,1.1727014,Sargodha,GREEN
2025-08-15,,,1.1727014,Sargodha,GREEN
2025-08-16,,,1.1877615,Sargodha,GREEN
2025-08-17,,,1.3280914,Sargodha,GREEN
2025-08-18,,,2.2359364,Sargodha,GREEN
2025-08-19,,,3.518559,Sargodha,GREEN
2025-08-20,,,2.4833732,Sargodha,GREEN
2025-08-21,,,2.4673686,Sargodha,GREEN
2025-08-22,,,2.0902956,Sargodha,GREEN
2025-08-23,,,1.8906798,Sargodha,GREEN
2025-08-24,,,1.9241524,Sargodha,GREEN
2025-08-25,,,2.4040818,Sargodha,GREEN
2025-08-26,,,2.4197943,Sargodha,GREEN
2025-08-27,,,1.9853826,Sargodha,GREEN
2025-08-28,,,1.7989812,Sargodha,GREEN
2025-08-29,,,1.837919,Sargodha,GREEN
2025-08-30,,,2.250873,Sargodha,GREEN
2025-08-31,,,3.2461958,Sargodha,GREEN
2025-09-01,,,3.0926065,Sargodha,GREEN
2025-09-02,,,2.6057863,Sargodha,GREEN
2025-09-03,,,2.5075188,Sargodha,GREEN
2025-09-04,,,2.2658782,Sargodha,GREEN
2025-09-05,0.0,0.0,1.9922647,Sargodha,GREEN
2025-09-06,0.0,0.0,1.7989812,Sargodha,GREEN
2025-09-07,0.0,0.0,1.6668587,Sargodha,GREEN
2025-09-08,0.0,0.0,1.9785166,Sargodha,GREEN
2025-09-09,0.0,0.0,2.0760968,Sargodha,GREEN
2025-09-10,0.0,0.0,1.6546056,Sargodha,GREEN
2025-09-11,0.0,0.0,2.2960973,Sargodha,GREEN
2025-09-12,0.0,0.0,2.0338912,Sargodha,GREEN
2025-09-13,0.0,0.0,1.8183827,Sargodha,GREEN
2025-09-14,0.0,0.0,1.6791685,Sargodha,GREEN
2025-09-15,0.0,0.0,1.5882127,Sargodha,GREEN
2025-09-16,0.0,0.0,1.5061092,Sargodha,GREEN
2025-09-17,0.0,0.0,1.4603677,Sargodha,GREEN
2025-09-18,0.0,0.0,1.432204,Sargodha,GREEN
2025-09-19,0.0,0.0,1.5176768,Sargodha,GREEN
2025-09-20,0.0,0.0,1.5468302,Sargodha,GREEN
2025-09-21,0.0,0.0,1.5234809,Sargodha,GREEN
2025-09-22,0.0,0.0,1.3280914,Sargodha,GREEN
2025-09-23,0.0,0.0,1.3280914,Sargodha,GREEN
2025-09-24,0.0,0.0,1.3067472,Sargodha,GREEN
2025-09-25,0.0,0.0,1.2908678,Sargodha,GREEN
2025-09-26,0.0,0.0,1.3227367,Sargodha,GREEN
2025-09-27,0.0,0.0,1.3067472,Sargodha,GREEN
2025-09-28,0.0,0.0,1.2594359,Sargodha,GREEN
2025-09-29,0.0,0.0,1.2490547,Sargodha,GREEN
2025-09-30,0.0,0.0,1.243882,Sargodha,GREEN
2025-10-01,0.2,0.0,1.2335722,Sargodha,GREEN
2025-10-02,1.9,0.0,1.228435,Sargodha,GREEN
2025-10-03,6.1,0.0,1.1727014,Sargodha,GREEN
2025-10-04,9.4,0.0,1.133045,Sargodha,GREEN
2025-10-05,0.7,0.0,1.5468302,Sargodha,GREEN
2025-10-06,7.2,0.0,1.5003455,Sargodha,GREEN
2025-10-07,0.0,0.0,2.784426,Sargodha,GREEN
2025-10-08,0.0,0.0,3.59198,Sargodha,GREEN
2025-10-09,0.0,0.0,2.0902956,Sargodha,GREEN
2025-10-10,0.0,0.0,1.837919,Sargodha,GREEN
2025-10-11,0.0,0.0,1.6485002,Sargodha,GREEN
2025-10-12,0.0,0.0,1.5176768,Sargodha,GREEN
2025-10-13,0.0,0.0,1.4154608,Sargodha,GREEN
2025-10-14,0.0,0.0,1.3604782,Sargodha,GREEN
2025-10-15,0.0,0.0,1.3120646,Sargodha,GREEN
2025-10-16,0.0,0.0,1.2594359,Sargodha,GREEN
2025-10-17,0.0,0.0,1.2130947,Sargodha,GREEN
2025-10-18,0.0,0.0,1.1627185,Sargodha,GREEN
2025-10-19,0.0,0.0,1.1232445,Sargodha,GREEN
2025-10-20,0.0,0.0,1.0941124,Sargodha,GREEN
2025-10-21,0.0,0.0,1.0606298,Sargodha,GREEN
2025-10-22,0.0,0.0,1.0370419,Sargodha,GREEN
2025-10-23,0.0,0.0,1.0090928,Sargodha,GREEN
2025-10-24,0.0,0.0,0.9906733,Sargodha,GREEN
2025-10-25,0.0,0.0,0.99986184,Sargodha,GREEN
2025-10-26,0.0,0.0,1.032357,Sargodha,GREEN
2025-10-27,0.0,0.0,1.0796967,Sargodha,GREEN
2025-10-28,0.0,0.0,1.1183612,Sargodha,GREEN
2025-10-29,0.0,0.0,1.1627185,Sargodha,GREEN
2025-10-30,0.0,0.0,1.2130947,Sargodha,GREEN
2025-10-31,0.0,0.0,1.2594359,Sargodha,GREEN
2025-11-01,0.0,0.0,1.2961485,Sargodha,GREEN
2025-11-02,0.0,0.0,1.3442287,Sargodha,GREEN
2025-11-03,0.0,0.0,1.3604782,Sargodha,GREEN
2025-11-04,0.0,0.0,1.3496327,Sargodha,GREEN
2025-11-05,0.0,0.0,1.3227367,Sargodha,GREEN
2025-11-06,0.0,0.0,1.2961485,Sargodha,GREEN
2025-11-07,0.0,0.0,1.2646441,Sargodha,GREEN
2025-11-08,0.0,0.0,1.2335722,Sargodha,GREEN
2025-11-09,0.0,0.0,1.2029264,Sargodha,GREEN
2025-11-10,0.0,0.0,1.1777098,Sargodha,GREEN
2025-11-11,0.0,0.0,1.1478305,Sargodha,GREEN
2025-11-12,0.0,0.0,1.1232445,Sargodha,GREEN
2025-11-13,0.0,0.0,1.0941124,Sargodha,GREEN
2025-11-14,0.0,0.0,1.0701413,Sargodha,GREEN
2025-11-15,0.0,0.0,1.0464447,Sargodha,GREEN
2025-11-16,0.0,0.0,1.0230191,Sargodha,GREEN
2025-11-17,0.0,0.0,0.99986184,Sargodha,GREEN
2025-11-18,0.0,0.0,0.98609495,Sargodha,GREEN
2025-11-19,0.0,0.0,0.95884466,Sargodha,GREEN
2025-11-20,0.0,0.0,0.936422,Sargodha,GREEN
2025-11-21,0.0,0.0,0.92309177,Sargodha,GREEN
2025-11-22,0.0,0.0,0.89670587,Sargodha,GREEN
2025-11-23,0.0,0.0,0.8836491,Sargodha,GREEN
2025-11-24,0.0,0.0,0.86637974,Sargodha,GREEN
2025-11-25,0.0,0.0,0.8578044,Sargodha,GREEN
2025-11-26,0.0,0.0,0.8535316,Sargodha,GREEN
2025-11-27,0.0,0.0,0.8535316,Sargodha,GREEN
2025-11-28,0.0,0.0,0.8535316,Sargodha,GREEN
2025-11-29,0.0,0.0,0.8450154,Sargodha,GREEN
2025-11-30,0.0,0.0,0.8450154,Sargodha,GREEN
2025-12-01,0.0,0.0,0.8450154,Sargodha,GREEN
2025-12-02,0.0,0.0,0.8450154,Sargodha,GREEN
2025-12-03,0.0,0.0,0.8113401,Sargodha,GREEN
2025-12-04,0.0,0.0,0.7660378,Sargodha,GREEN
2025-12-05,0.0,0.0,0.733804,Sargodha,GREEN
2025-12-06,0.0,0.0,0.7179084,Sargodha,GREEN
2025-08-09,,,10863.251,Sukkur,RED
2025-08-10,,,10963.781,Sukkur,RED
2025-08-11,,,10963.781,Sukkur,RED
2025-08-12,,,10542.863,Sukkur,RED
2025-08-13,,,10068.312,Sukkur,RED
2025-08-14,,,9637.289,Sukkur,RED
2025-08-15,,,9353.056,Sukkur,RED
2025-08-16,,,9224.713,Sukkur,RED
2025-08-17,,,9245.983,Sukkur,RED
2025-08-18,,,9439.606,Sukkur,RED
2025-08-19,,,9861.794,Sukkur,RED
2025-08-20,,,10494.422,Sukkur,RED
2025-08-21,,,11193.373,Sukkur,RED
2025-08-22,,,12021.643,Sukkur,RED
2025-08-23,,,12588.251,Sukkur,RED
2025-08-24,,,12501.594,Sukkur,RED
2025-08-25,,,11884.017,Sukkur,RED
2025-08-26,,,11270.976,Sukkur,RED
2025-08-27,,,11014.389,Sukkur,RED
2025-08-28,,,11375.279,Sukkur,RED
2025-08-29,,,13272.949,Sukkur,RED
2025-08-30,,,16518.615,Sukkur,RED
2025-08-31,,,17781.795,Sukkur,RED
2025-09-01,,,16556.695,Sukkur,RED
2025-09-02,,,14858.3545,Sukkur,RED
2025-09-03,,,13676.293,Sukkur,RED
2025-09-04,,,13151.247,Sukkur,RED
2025-09-05,0.0,0.0,13211.95,Sukkur,RED
2025-09-06,0.0,0.0,13930.569,Sukkur,RED
2025-09-07,0.0,0.0,14858.3545,Sukkur,RED
2025-09-08,0.0,0.0,14858.3545,Sukkur,RED
2025-09-09,0.0,0.0,14091.894,Sukkur,RED
2025-09-10,0.0,0.0,13364.953,Sukkur,RED
2025-09-11,0.0,0.0,12911.194,Sukkur,RED
2025-09-12,0.0,0.0,12588.251,Sukkur,RED
2025-09-13,0.0,0.0,12216.993,Sukkur,RED
2025-09-14,0.0,0.0,11802.207,Sukkur,RED
2025-09-15,0.0,0.0,11375.279,Sukkur,RED
2025-09-16,0.0,0.0,11014.389,Sukkur,RED
2025-09-17,0.0,0.0,10689.544,Sukkur,RED
2025-09-18,0.0,0.0,10398.206,Sukkur,RED
2025-09-19,0.0,0.0,10091.533,Sukkur,RED
2025-09-20,0.0,0.0,9816.481,Sukkur,RED
2025-09-21,0.0,0.0,9570.939,Sukkur,RED
2025-09-22,0.0,0.0,9353.056,Sukkur,RED
2025-09-23,0.0,0.0,9098.135,Sukkur,RED
2025-09-24,0.0,0.0,8891.009,Sukkur,RED
2025-09-25,0.0,0.0,8668.618,Sukkur,RED
2025-09-26,0.0,0.0,8451.789,Sukkur,RED
2025-09-27,0.0,0.0,8221.426,Sukkur,RED
2025-09-28,0.0,0.0,8015.7812,Sukkur,RED
2025-09-29,0.0,0.0,7779.366,Sukkur,RED
2025-09-30,0.0,0.0,7567.328,Sukkur,RED
2025-10-01,0.0,0.0,7361.0728,Sukkur,RED
2025-10-02,0.0,0.0,7160.4346,Sukkur,RED
2025-10-03,0.0,0.0,6965.264,Sukkur,RED
2025-10-04,0.0,0.0,6759.8286,Sukkur,RED
2025-10-05,0.0,0.0,6560.451,Sukkur,RED
2025-10-06,0.0,0.0,6366.9536,Sukkur,RED
2025-10-07,0.0,0.0,6207.69,Sukkur,RED
2025-10-08,0.0,0.0,6080.349,Sukkur,RED
2025-10-09,0.0,0.0,6066.3633,Sukkur,RED
2025-10-10,0.0,0.0,6265.1377,Sukkur,RED
2025-10-11,0.0,0.0,6530.306,Sukkur,RED
2025-10-12,0.0,0.0,6545.3613,Sukkur,RED
2025-10-13,0.0,0.0,6352.309,Sukkur,RED
2025-10-14,0.0,0.0,6193.4116,Sukkur,RED
2025-10-15,0.0,0.0,6052.4097,Sukkur,RED
2025-10-16,0.0,0.0,5941.9204,Sukkur,RED
2025-10-17,0.0,0.0,5873.894,Sukkur,RED
2025-10-18,0.0,0.0,5846.9004,Sukkur,RED
2025-10-19,0.0,0.0,5793.287,Sukkur,RED
2025-10-20,0.0,0.0,5700.643,Sukkur,RED
2025-10-21,0.0,0.0,5583.7017,Sukkur,RED
2025-10-22,0.0,0.0,5444.0273,Sukkur,RED
2025-10-23,0.0,0.0,5307.8433,Sukkur,RED
2025-10-24,0.0,0.0,5186.9995,Sukkur,RED
2025-10-25,0.0,0.0,5045.614,Sukkur,RED
2025-10-26,0.0,0.0,4919.3945,Sukkur,RED
2025-10-27,0.0,0.0,4807.3926,Sukkur,RED
2025-10-28,0.0,0.0,4697.9404,Sukkur,RED
2025-10-29,0.0,0.0,4601.567,Sukkur,RED
2025-10-30,0.0,0.0,4517.559,Sukkur,RED
2025-10-31,0.0,0.0,4445.3125,Sukkur,RED
2025-11-01,0.0,0.0,4374.221,Sukkur,RED
2025-11-02,0.0,0.0,4304.2666,Sukkur,RED
2025-11-03,0.0,0.0,4235.4307,Sukkur,RED
2025-11-04,0.0,0.0,4177.304,Sukkur,RED
2025-11-05,0.0,0.0,4110.498,Sukkur,RED
2025-11-06,0.0,0.0,4054.0857,Sukkur,RED
2025-11-07,0.0,0.0,3989.2498,Sukkur,RED
2025-11-08,0.0,0.0,3925.4502,Sukkur,RED
2025-11-09,0.0,0.0,3853.7832,Sukkur,RED
2025-11-10,0.0,0.0,3792.15,Sukkur,RED
2025-11-11,0.0,0.0,3722.918,Sukkur,RED
2025-11-12,0.0,0.0,3654.9475,Sukkur,RED
2025-11-13,0.0,0.0,3596.4934,Sukkur,RED
2025-11-14,0.0,0.0,3530.8325,Sukkur,RED
2025-11-15,0.0,0.0,3466.3682,Sukkur,RED
2025-11-16,0.0,0.0,3403.0825,Sukkur,RED
2025-11-17,0.0,0.0,3325.5962,Sukkur,RED
2025-11-18,0.0,0.0,3249.8735,Sukkur,RED
2025-11-19,0.0,0.0,3175.8748,Sukkur,RED
2025-11-20,0.0,0.0,3110.7166,Sukkur,RED
2025-11-21,0.0,0.0,3039.8853,Sukkur,RED
2025-11-22,0.0,0.0,2970.6663,Sukkur,RED
2025-11-23,0.0,0.0,2903.023,Sukkur,RED
2025-11-24,0.0,0.0,2843.4612,Sukkur,RED
2025-11-25,0.0,0.0,2778.7134,Sukkur,RED
2025-11-26,0.0,0.0,2721.701,Sukkur,RED
2025-11-27,0.0,0.0,2672.0066,Sukkur,RED
2025-11-28,0.0,0.0,2617.1829,Sukkur,RED
2025-11-29,0.0,0.0,2563.4836,Sukkur,RED
2025-11-30,0.0,0.0,2522.4805,Sukkur,RED
2025-12-01,0.0,0.0,2476.4224,Sukkur,RED
2025-12-02,0.0,0.0,2431.2036,Sukkur,RED
2025-12-03,0.0,0.0,2386.8113,Sukkur,RED
2025-12-04,0.0,0.0,2348.633,Sukkur,RED
2025-12-05,0.0,0.0,2305.7468,Sukkur,RED
2025-12-06,0.0,0.0,2268.8645,Sukkur,RED
